theta2 RA DEC
0.311 357.208 59.3561
0.125 357.495 58.5447
0.048 357.437 58.6854
0.157 357.555 58.5473
0.102 357.548 58.9138
0.367 356.728 59.1077
0.333 356.69 58.9405
0.004 357.282 58.8543
0.146 357.581 58.9911
0.307 357.487 58.299
0.196 357.224 59.242
0.335 357.613 59.251
0.184 356.893 59.0381
0.16 357.036 59.1381
0.372 356.659 58.95
0.291 357.493 59.2818
0.399 356.752 58.412
0.367 357.391 58.2108
0.288 356.713 58.7929
0.263 357.566 58.3965
0.161 357.58 59.0281
0.101 357.398 58.5186
0.321 357.653 59.1985
0.292 357.665 58.4541
0.088 357.205 58.5068
0.303 356.822 58.4537
0.292 356.769 58.554
0.108 357.25 59.1286
0.122 357.138 59.1308
0 357.25 58.8
0.393 356.685 58.5279
0.206 357.545 59.1451
0.026 357.33 58.6602
0.041 357.05 58.833
0.049 357.163 59.0035
0.075 357.129 59.0456
0.254 356.823 59.0678
0.132 357.425 58.4818
0.339 357.549 58.3003
0.026 357.148 58.9252
0.251 357.652 58.5017
0.215 357.268 59.2633
0.192 357.284 59.2368
0.126 357.031 58.5206
0.077 357.429 59.012
0.06 357.48 58.885
0.004 357.313 58.8075
0.061 357.17 59.0338
0.061 357.496 58.827
0.081 357.458 58.9943
0.114 357.514 59.0106
0.116 357.23 58.46
0.052 357.368 58.9951
0.297 357.584 58.3693
0.08 357.322 58.5265
0.126 357.547 58.9949
0.359 356.762 59.1475
0.301 357.647 58.4216
0.165 357.174 58.401
0.202 356.802 58.8414
0.071 357.422 58.5965
0.264 356.761 58.6413
0.007 357.333 58.8063
0.089 357.341 59.084
0.135 357.097 58.4661
0.287 356.724 58.9027
0.025 357.229 58.9567
0.39 356.626 58.8077
0.029 357.093 58.734
0.068 357.1 58.5868
0.345 356.665 58.8537
0.175 357.522 58.482
0.206 357.198 58.3491
0.16 356.893 58.6205
0.028 357.25 58.9673
0.297 356.783 59.0806
0.033 357.311 58.971
0.291 357.333 58.2669
0.018 357.334 58.6956
0.176 357.305 59.2159
0.075 357.246 58.5262
0.16 357.156 59.1888
0.023 357.106 58.8466
0.386 357.76 59.1548
0.143 357.157 59.1666
0.198 356.918 59.0963
0.007 357.31 58.7418
0.24 357.228 58.3106
0.101 357.051 59.0475
0.332 356.977 59.3076
0.327 357.519 59.3045
0.183 356.961 58.4845
0.202 356.813 58.9046
0.122 357.223 59.1482
0.137 356.989 58.5371
0.203 357.406 59.2227
0.34 357.527 58.2868
0.156 356.954 58.5382
0.209 357.706 58.7706
0.05 357.221 59.0218
0.297 357.554 58.3478
0.007 357.289 58.7258
0.186 357.352 59.219
0.31 357.769 59.0027
0.181 357.658 58.6801
0.21 356.887 59.0803
0.298 356.971 58.3305
0.281 357.301 59.3276
0.268 357.191 58.2857
0.289 357.497 58.3223
0.009 357.323 58.8608
0.079 357.342 58.5345
0.156 357.56 58.5557
0.236 357.074 58.3473
0.018 357.126 58.8508
0.334 357.183 58.226
0.118 357.499 59.0371
0.35 357.688 59.1982
0.122 357.319 58.4576
0.054 357.48 58.7668
0.008 357.28 58.7157
0.24 357.722 58.9317
0.308 356.699 58.8649
0.343 356.903 59.2721
0.221 357.109 59.2485
0.017 357.292 58.9233
0.011 357.207 58.7041
0.264 357.016 59.2576
0.198 357.507 58.437
0.02 357.168 58.9149
0.303 356.854 58.4175
0.275 357.596 59.194
0.334 356.929 58.3194
0.045 357.457 58.7541
0.078 356.989 58.9002
0.224 357.026 58.3829
0.118 357.556 58.9554
0.311 356.826 59.1625
0.312 356.812 58.453
0.271 357.464 58.3255
0.036 357.218 58.613
0.062 357.478 58.7005
0.366 357.227 59.4046
0.098 357.394 58.5222
0.047 357.109 58.6357
0.107 357.153 58.4875
0.046 357.289 59.0109
0.111 357.458 58.54
0.014 357.232 58.9169
0.3 357.774 58.9602
0.099 357.309 58.4909
0.102 357.537 58.9396
0.335 356.892 58.3451
0.022 357.136 58.7048
0.348 357.503 59.3328
0.285 356.781 58.5451
0.045 357.132 58.6235
0.01 357.159 58.8424
0.145 357.045 59.1206
0.397 356.679 59.0672
0.148 357.442 59.1333
0.211 357.126 59.2422
0.387 356.965 59.3531
0.044 357.372 58.9704
0.223 356.87 58.5196
0.175 357.153 58.393
0.027 357.381 58.8991
0.181 356.975 59.1247
0.275 356.755 58.9743
0.286 357.557 59.238
0.187 357.635 58.6041
0.222 357.014 58.3922
0.34 357.674 59.1999
0.191 356.902 59.065
0.353 356.91 59.287
0.319 356.72 58.9941
0.311 357.365 59.3457
0.093 357.021 58.599
0.35 356.66 58.849
0.035 357.347 58.64
0.055 357.246 59.0345
0.269 357.02 59.2648
0.05 357.356 58.9967
0.376 357.44 58.2171
0.004 357.196 58.7669
0.295 357.79 58.8571
0.092 357.449 58.5711
0.123 357.534 58.5939
0.24 357.531 59.2012
0.089 356.956 58.7466
0.107 357.317 58.4798
0.371 356.65 58.6927
0.163 356.866 58.675
0.027 357.355 58.9264
0.14 357.212 58.4278
0.048 357.26 59.0189
0.332 356.995 59.3168
0.258 356.742 58.7872
0.131 357.216 58.4397
0.22 357.506 58.407
0.236 356.828 58.5594
0.023 357.396 58.8418
0.093 357.005 58.6188
0.267 357.044 58.326
0.143 357.266 59.1778
0.338 357.596 59.2669
0.09 357.502 58.9626
0.242 356.849 59.0847
0.053 357.059 58.6709
0.083 357.046 58.5968
0.225 357.503 58.3991
0.122 357.36 58.4685
0.075 357.435 59.0021
0.153 357.057 59.1402
0.113 357.516 59.0051
0.335 357.453 59.342
0.345 357.646 58.3659
0.398 356.685 59.0808
0.219 357.519 58.4168
0.361 357.786 59.0721
0.159 357.245 58.4013
0.042 357.168 58.988
0.183 357.457 59.1741
0.242 357.742 58.7994
0.078 357.346 59.0623
0.332 356.842 59.2072
0.014 357.346 58.8689
0.199 357.683 58.6912
0.396 357.278 58.1713
0.123 357.6 58.7773
0.208 357.144 58.3564
0.229 357.52 58.4049
0.254 357.265 58.2962
0.151 357.333 58.4204
0.161 356.871 58.9304
0.211 356.952 58.4505
0.063 357.438 58.6335
0.277 356.749 58.962
0.253 356.856 59.113
0.212 357.109 59.2382
0.294 356.719 58.9106
0.209 357.476 59.1975
0.041 357.318 58.6092
0.074 357.097 58.5752
0.3 357.599 59.2221
0.079 357.461 58.9859
0.163 357.052 59.1518
0.129 357.481 58.5252
0.008 357.183 58.7406
0.028 357.341 58.9405
0.347 356.732 58.5192
0.176 356.975 59.1166
0.262 356.809 58.5402
0.336 357.764 59.0687
0.17 357.52 59.1118
0.353 357.057 59.3618
0.256 357.688 59.0541
0.295 356.753 58.5802
0.187 357.614 58.567
0.138 357.196 58.4325
0.209 357.657 59.0078
0.056 357.231 59.0359
0.082 357.05 59.0047
0.286 357.584 58.3826
0.217 356.825 58.991
0.39 357.87 58.8743
0.11 357.363 58.4881
0.24 357.295 58.3122
0.266 356.737 58.8545
0.043 357.19 58.6014
0.001 357.242 58.8307
0.242 356.761 58.7452
0.007 357.29 58.8737
0.168 357.254 58.3901
0.073 357.223 59.0688
0.131 357.014 59.074
0.277 357.758 58.6632
0.028 357.175 58.9497
0.043 357.401 58.9417
0.002 357.267 58.7585
0.356 356.681 58.6205
0.39 357.024 58.2178
0.135 357.413 58.4709
0.278 357.599 58.4051
0.069 356.988 58.7783
0.077 357.467 58.6273
0.397 357.871 58.9039
0.084 357.465 58.6054
0.205 356.848 59.0076
0.18 357.407 58.4057
0.056 357.309 59.0291
0.122 356.928 58.6653
0.198 357.663 58.6346
0.039 357.053 58.7902
0.3 357.039 58.2947
0.36 357.005 59.3476
0.106 356.937 58.8905
0.03 357.373 58.6777
0.131 356.973 58.5671
0.141 357.57 58.9969
0.381 357.666 58.3438
0.311 356.984 59.2899
0.378 357.601 58.295
0.08 357.188 58.5241
0.119 357.232 58.4555
0.301 357.171 59.3429
0.055 357.484 58.8067
0.275 357.307 58.2787
0.377 356.837 59.2541
0.249 357.22 58.3019
0.017 357.3 58.9204
0.004 357.187 58.8052
0 357.25 58.8
0.21 357.091 59.2297
0.097 357.04 58.5701
0.19 357.516 58.4544
0.003 357.258 58.8542
0.091 357.033 59.0096
0.375 357.589 59.3099
0.387 356.923 58.2709
0.093 357.399 59.066
0.122 357.547 58.6168
0.391 357.846 58.9891
0.39 357.425 59.3995
0.125 357.056 59.0959
0.197 357.151 58.3674
0.149 357.327 59.1783
0.348 356.854 58.363
0.25 356.85 58.4995
0.141 356.879 58.7416
0.163 357.068 58.4398
0.07 357.022 58.6651
0.294 357.505 58.3216
0.027 357.333 58.9417
0.156 357.457 58.4637
0.367 356.831 58.3623
0.261 356.743 58.7361
0.364 357.742 59.1497
0.253 356.819 59.0589
0.221 357.076 58.3632
0.235 357.184 58.3198
0.205 356.884 58.5338
0.399 357.09 59.4111
0.028 357.116 58.7003
0.207 357.596 59.0959
0.272 357.759 58.9135
0.151 357.035 59.1238
0.353 356.752 59.1247
0.302 357.04 59.3076
0.321 356.952 59.2819
0.177 356.83 58.7844
0.311 356.893 58.3716
0.289 356.873 59.1836
0.095 357.475 59.0102
0.101 357.566 58.7677
0.3 357.514 59.2801
0.32 356.937 59.2715
0.258 356.817 58.5337
0.179 356.827 58.8209
0.085 357.056 59.0176
0.01 357.346 58.8287
0.209 357.178 59.2514
0.041 357.152 58.623
0.115 357.47 58.5423
0.167 357.336 59.1995
0.318 357.361 59.3528
0.024 357.335 58.6704
0.169 356.921 58.5541
0.233 356.778 58.6986
0.314 356.858 59.2009
0.08 357.057 58.5932
0.308 356.703 58.7036
0.141 356.906 58.9507
0.115 357.26 58.461
0.292 356.728 58.6612
0.399 357.664 58.3227
0.387 357.018 58.2226
0.088 357.519 58.6759
0.324 356.982 59.3023
0.181 357.656 58.9272
0.019 357.387 58.7884
0.385 356.724 58.4709
0.089 357.543 58.7429
0.08 357.357 59.0616
0.095 357.37 59.0841
0.108 357.484 58.5689
0.218 356.943 58.4478
0.124 357.527 59.0176
0.347 356.866 58.3537
0.298 357.16 58.2616
0.338 356.682 58.6753
0.153 356.916 58.5957
0.023 357.264 58.951
0.32 357.777 58.5943
0.116 356.986 59.0154
0.143 357.016 59.097
0.244 356.939 59.1839
0.124 357.089 59.1132
0.147 357.626 58.7233
0.085 357.426 58.5675
0.392 357.876 58.7783
0.073 357.335 58.5436
0.219 357.61 58.5014
0.072 357.261 59.0681
0.37 356.686 58.5719
0.397 357.607 58.2808
0.274 356.919 59.2055
0.147 357.597 58.9631
0.166 356.852 58.7134
0.144 357.529 59.0568
0.344 357.832 58.8757
0.142 357.529 58.5463
0.199 357.119 58.3735
0.303 357.783 58.663
0.332 356.708 58.9942
0.225 356.78 58.7367
0.151 356.959 58.5429
0.29 357.248 58.2615
0.281 357.751 58.9743
0.112 357.088 58.5069
0.106 356.995 59.0022
0.366 357.061 59.3746
0.335 357.689 59.1768
0.031 357.123 58.6782
0.046 357.346 58.6083
0.048 357.283 59.0166
0.392 357.463 59.3887
0.129 357.36 58.4581
0.335 357.37 58.2339
0.192 357.64 58.999
0.168 357.185 58.3953
0.08 357.328 59.0717
0.239 356.989 59.2131
0.077 357.512 58.8907
0.157 357.644 58.8405
0.25 356.99 59.227
0.311 357.743 58.5396
0.296 357.503 59.2818
0.222 357.296 58.331
0.332 357.338 58.2306
0.023 357.389 58.8605
0.287 357.69 59.1051
0.157 357.094 59.1642
0.28 357.714 58.5449
0.314 356.76 59.0722
0.388 356.689 58.5295
0.309 357.67 59.1642
0.034 357.089 58.7106
0.251 357.731 58.6595
0.108 357.216 59.1269
0.224 357.716 58.7199
0.018 357.384 58.7967
0.348 356.737 59.0918
0.131 357.032 59.0888
0.28 356.918 58.3877
0.264 356.79 59.0279
0.07 357.44 58.9843
0.018 357.363 58.8719
0.056 357.409 58.6251
0.106 357.501 58.5922
0.28 357.629 59.1691
0.198 356.819 58.9097
0.035 357.349 58.641
0.131 357.546 59.0078
0.166 357.279 58.3936
0.207 357.407 59.2271
0.027 357.233 58.9635
0.36 357.248 58.2
0.302 357.278 59.3488
0.176 357.653 58.9168
0.219 356.784 58.8378
0.225 356.903 59.1231
0.331 356.958 59.2957
0.285 356.79 58.5286
0.262 356.79 59.0244
0.212 357.307 58.3431
0.033 357.209 58.9769
0.055 357.051 58.6766
0.048 357.252 58.5809
0.124 356.981 59.0268
0.001 357.259 58.7697
0.161 357.595 58.5946
0.297 357.776 58.9416
0.26 357.609 59.1626
0.165 357.343 59.1955
0.116 356.926 58.9049
0.164 357.049 59.1517
0.237 356.81 58.5927
0.067 357.391 59.0172
0.138 356.95 58.5804
0.033 357.143 58.6533
0.087 357.51 58.6612
0.156 356.859 58.856
0.006 357.192 58.7486
0.048 357.288 58.5843
0.184 357.086 58.4038
0.034 357.086 58.8845
0.065 357.494 58.7255
0.005 357.187 58.7689
0.327 356.82 58.4234
0.292 356.935 59.2388
0.16 357.538 58.5225
0.001 357.252 58.8315
0.395 357.638 59.2943
0.214 357.65 58.567
0.397 356.621 58.8318
0.335 357.186 58.2248
0.112 357.583 58.7658
0.001 357.28 58.7893
0.22 357.232 58.3313
0.27 356.948 58.3772
0.334 356.725 58.5578
0.363 357.131 59.3907
0.349 357.498 59.3361
0.283 356.77 59.0302
0.388 356.873 59.2957
0.113 357.545 58.6389
0.11 356.953 58.9477
0.065 357.374 58.5772
0.324 356.681 58.7876
0.302 357.131 59.3366
0.152 356.977 58.5217
0.029 357.209 58.9652
0.06 357.304 59.0389
0.013 357.347 58.8606
0.042 357.215 58.5981
0.042 357.407 58.6682
0.218 357.34 58.3418
0.175 357.666 58.8466
0.299 356.787 59.0908
0.02 357.389 58.8277
0.356 356.947 58.286
0.113 357.12 59.1099
0.185 357.625 58.5902
0.336 357.334 58.2265
0.069 357.437 58.6152
0.394 357.775 58.456
0.173 356.936 58.5271
0.234 357.638 59.0891
0.363 356.683 58.5963
0.306 357.372 59.3396
0.132 357.506 59.0579
0.357 357.231 59.3972
0.273 356.811 58.517
0.081 357.503 58.9313
0.326 357.49 58.2819
0.008 357.194 58.87
0.341 356.785 59.1528
0.247 356.918 58.4302
0.001 357.281 58.8029
0.361 356.712 58.5325
0.281 357.591 58.3946
0.317 356.693 58.8812
0.192 357.039 58.4158
0.063 357.201 58.5538
0.356 357.056 58.2357
0.037 357.063 58.7557
0.083 357.372 58.5392
0.234 357.278 59.2829
0.256 356.776 58.6227
0.277 356.837 58.4732
0.13 357.141 59.1436
0.253 357.543 58.3913
0.026 357.4 58.7407
0.043 357.424 58.9132
0.103 357 58.5985
0.385 356.802 59.2295
0.26 357.167 59.3031
0.077 357.494 58.6679
0.283 357.73 59.0288
0.221 356.878 59.088
0.265 356.772 58.9922
0.181 357.291 58.3766
0.353 357.75 58.4794
0.27 357.658 59.1222
0.243 357.341 58.3155
0.329 357.773 58.5635
0.267 356.748 58.6778
0.289 357.206 59.3358
0.021 357.116 58.7444
0.327 356.713 58.9963
0.143 356.903 58.9494
0.278 356.968 59.2458
0.135 357.529 58.5603
0.169 357.579 58.5531
0.27 356.788 59.0386
0.227 356.814 58.9911
0.376 357.525 58.2519
0.015 357.313 58.6949
0.072 356.988 58.7442
0.204 356.879 58.5423
0.188 357.207 59.2314
0.084 357.532 58.7338
0.216 356.952 59.1563
0.131 356.931 58.9716
0.02 357.341 58.9086
0.013 357.36 58.7699
0.398 357.857 58.6266
0.069 357.353 59.0415
0.313 357.56 58.3341
0.21 356.911 58.4917
0.07 357.203 58.5396
0.184 357.363 58.3862
0.07 357.278 58.537
0.197 356.898 58.5291
0.391 356.806 59.2399
0.373 357.242 59.4107
0.085 357.034 58.6038
0.05 357.044 58.7142
0.016 357.231 58.925
0.313 357.12 58.2559
0.323 357.558 58.3223
0.047 357.157 58.9961
0.231 356.787 58.6714
0.203 356.812 58.9045
0.045 357.239 58.5881
0.317 357.233 59.3628
0.314 357.289 59.359
0.086 356.965 58.8701
0.027 357.351 58.93
0.166 357.576 59.0447
0.143 357.558 58.581
0.105 357.274 58.4769
0.101 357.397 59.0819
0.057 357.324 59.0269
0.075 357.442 58.6045
0.206 357.484 59.1892
0.375 357.325 59.4078
0.081 357.487 58.6419
0.061 357.229 58.5539
0.267 357.263 58.2835
0.109 356.923 58.846
0.252 356.758 58.8973
0.214 357.703 58.705
0.008 357.273 58.8863
0.024 357.325 58.6644
0.131 357.189 58.4432
0.322 357.174 58.2377
0.185 356.85 58.6422
0.127 357.597 58.8795
0.309 356.732 58.5972
0.395 357.875 58.8661
0.279 357.243 59.3282
0.08 357.17 59.0713
0.304 357.099 58.2696
0.369 357.44 58.2231
0.029 357.267 58.9695
0.109 357.287 58.472
0.292 356.957 59.2541
0.212 357.16 59.2515
0.295 357.186 59.3394
0.377 356.694 59.0608
0.109 356.992 58.5943
0.012 357.285 58.6962
0.018 357.381 58.8282
0.212 357.59 58.4891
0.009 357.173 58.744
0.336 356.733 58.5377
0.07 357.043 58.6348
0.118 357.246 59.1435
0.166 357.115 59.1844
0.045 357.444 58.7131
0.229 357.695 58.9753
0.016 357.34 58.8891
0.07 357.452 58.6295
0.067 357.484 58.9108
0.082 357.029 58.9815
0.272 357.414 59.2951
0.201 357.238 59.2482
0.004 357.289 58.7506
0.029 357.191 58.9599
0.074 357.428 58.5941
0.126 357.435 58.4969
0.256 357.27 59.3056
0.226 357.722 58.8606
0.349 357.568 58.3021
0.192 357.648 58.9822
0.034 357.067 58.7816
0.388 357.006 59.3733
0.314 356.882 59.2229
0.313 356.935 59.2624
0.115 356.922 58.8856
0.375 356.992 59.3555
0.23 356.879 59.1044
0.212 357.656 58.5822
0.211 357.512 58.4227
0.209 357.502 59.1817
0 357.25 58.8
0.055 357.322 59.0231
0.307 357.765 59.0035
0.016 357.366 58.8498
0.333 357.461 59.3371
0.026 357.169 58.6609
0.246 357.007 58.3674
0.291 356.833 59.1425
0.273 357.503 59.2573
0.022 357.102 58.7921
0.137 356.88 58.7974
0.381 357.705 59.2169
0.078 357.263 58.521
0.372 356.655 58.9347
0.299 357.77 58.6296
0.043 357.302 58.5992
0.112 357.581 58.8486
0.144 357.545 58.5607
0.271 357.763 58.887
0.315 356.713 58.6364
0.298 357.21 59.3444
0.153 357.088 59.1561
0.212 356.79 58.8117
0.063 357.501 58.8115
0.381 357.723 58.4038
0.179 357.64 58.6358
0.069 357.4 59.0156
0.162 357.628 58.6614
0.069 357.157 58.5544
0.039 357.153 58.972
0.256 357.69 58.5502
0.143 357.625 58.7549
0.073 357.484 58.665
0.152 357.58 59.0082
0.012 357.348 58.7507
0.138 357.179 59.1647
0.12 356.919 58.9035
0.004 357.303 58.8344
0.081 357.534 58.7902
0.222 356.872 58.5187
0.173 357.664 58.839
0.089 357.548 58.7883
0.075 357.187 58.5334
0.305 357.142 58.2584
0.374 357.567 58.2768
0.24 357.404 58.335
0.113 357.438 59.0785
0.095 357.554 58.8488
0.299 357.641 59.1827
0.076 357.119 59.0424
0.182 357.646 58.9599
0.074 357.129 59.0436
0.324 356.718 58.5984
0.201 356.928 59.112
0.084 357.038 58.6021
0.16 357.16 58.4103
0.346 357.823 58.9319
0.018 357.13 58.8603
0.094 356.95 58.7388
0.081 357.527 58.7354
0.17 357.662 58.8055
0.272 357.592 59.194
0.179 357.602 58.5648
0.08 357.481 58.6372
0.025 357.209 58.6473
0.098 357.242 58.4871
0.236 357.31 59.2821
0.196 357.603 58.5327
0.272 356.737 58.8941
0.042 357.439 58.7207
0.355 356.873 58.3386
0.011 357.168 58.734
0.051 357.456 58.7077
0.05 357.095 58.6385
0.282 357.775 58.8818
0.143 356.979 58.5359
0.309 357.175 58.2493
0.187 357.261 58.3677
0.101 357.076 58.5341
0.069 356.99 58.8369
0.069 357.137 59.0369
0.18 357.058 59.1782
0.06 357.382 58.5937
0.36 357.553 59.3179
0.164 357.324 58.4019
0.08 357.103 58.5583
0.309 357.605 58.3721
0.227 356.89 58.4884
0.362 357.04 59.3638
0.076 357.266 59.0752
0.173 357.664 58.8426
0.364 357.501 59.3487
0.37 357.858 58.7811
0.142 356.891 58.916
0.149 356.919 58.6014
0.007 357.221 58.8784
0.192 357.515 59.1486
0.146 357.604 58.9436
0.072 357.5 58.7034
0.25 357.263 59.2998
0.287 356.732 58.9372
0.031 357.413 58.7324
0.195 357.155 59.2312
0.094 357.024 59.0073
0.209 357.306 58.3463
0.041 357.398 58.9382
0.249 356.753 58.7562
0.112 357.472 58.5492
0.1 356.937 58.7541
0.28 357.684 59.1024
0.165 357.384 59.1836
0.145 356.875 58.8664
0.176 357.234 59.2192
0.321 357.526 59.2946
0.12 357.069 58.5049
0.271 357.211 59.3191
0.157 357.425 58.4447
0.369 357.009 59.3575
0.228 356.842 58.5522
0.157 357.464 58.4667
0.069 357.003 58.7101
0.192 357.16 59.2287
0.383 356.768 59.1884
0.027 357.352 58.6712
0.285 357.763 58.6539
0.299 357.377 58.2682
0.047 357.465 58.7718
0.347 356.677 58.9351
0.183 357.12 59.2075
0.044 357.335 58.9917
0.08 356.973 58.8577
0.16 357.519 59.0959
0.204 357.7 58.8329
0.072 357.363 58.5566
0.112 356.961 58.6308
0.011 357.181 58.8792
0.008 357.279 58.7154
0.158 357.596 58.9952
0.163 356.938 58.5442
0.044 357.25 58.5902
0.077 356.98 58.8644
0.026 357.091 58.7715
0.374 357.779 59.107
0.397 356.686 59.0812
0.344 357.814 58.9592
0.25 357.75 58.7882
0.101 356.953 58.913
0.066 357.318 58.5523
0.362 356.669 58.6425
0.061 357.285 58.5555
0.066 357.249 59.0569
0.046 357.04 58.7567
0.214 357.622 59.0749
0.048 357.465 58.7602
0.211 356.952 59.1496
0.123 357.44 59.0951
0.227 356.778 58.8656
0.283 356.927 58.3769
0.095 357.311 58.4979
0.123 357.216 58.4509
0.065 357.411 58.6027
0.154 357.025 59.1219
0.297 356.921 59.2345
0.315 356.879 58.3791
0.278 356.947 59.2314
0.081 357.397 59.0436
0.354 357.49 59.3446
0.35 357.081 58.2332
0.354 356.818 58.3911
0.268 357.758 58.6992
0.113 357.581 58.8607
0.157 356.989 59.098
0.002 357.207 58.812
0.193 356.837 58.6513
0.261 356.905 59.1764
0.193 357.262 59.2392
0.282 357.764 58.6666
0.256 357.108 59.2855
0.149 356.865 58.768
0.077 357.347 58.54
0.025 357.408 58.7929
0.195 357.235 59.2413
0.275 356.984 58.3482
0.115 357.587 58.8381
0.204 356.882 58.5385
0.002 357.275 58.8374
0.322 357.548 58.3171
0.265 357.762 58.8533
0.162 357.603 58.6072
0.071 357.062 58.6115
0.003 357.244 58.8544
0.392 357.654 58.3219
0.364 356.955 59.3263
0.182 357.609 58.57
0.086 357.264 59.0929
0.279 357.032 59.281
0.087 356.959 58.8476
0.247 357.34 59.2888
0.216 357.076 59.2309
0.163 356.848 58.7578
0.04 357.105 58.9382
0.025 357.31 58.6536
0.027 357.156 58.6653
0.165 357.189 59.2016
0.183 356.995 58.4567
0.11 356.986 58.5988
0.156 357.64 58.8618
0.14 357.435 59.1255
0.329 356.753 59.086
0.378 357.436 58.2141
0.161 356.913 59.0185
0.338 357.322 59.3768
0.28 357.658 59.1373
0.373 356.659 58.6443
0.388 357.866 58.8938
0.254 356.932 58.4094
0.286 357.431 59.3033
0.286 356.75 58.6098
0.321 357.227 58.2339
0.061 357.242 58.5531
0.015 357.129 58.8176
0.389 357.749 59.1737
0.063 357.49 58.728
0.343 357.376 59.3719
0.31 356.801 59.1287
0.25 357.723 58.637
0.004 357.189 58.8165
0.328 357.213 59.3715
0.337 357.795 58.601
0.082 356.994 58.672
0.315 356.689 58.7814
0.342 357.259 58.2153
0.276 357.762 58.6806
0.134 357.222 58.435
0.141 357.131 58.444
0.033 357.155 58.645
0.06 357.465 58.9176
0.271 356.896 58.4185
0.04 357.054 58.7617
0.022 357.16 58.682
0.212 356.806 58.6788
0.146 357.087 59.1457
0.321 357.357 58.2437
0.28 357.488 59.2725
0.096 357.523 58.6527
0.076 357.459 58.9794
0.113 357.218 58.4654
0.167 357.473 59.1427
0.027 357.115 58.8935
0.255 357.703 58.5765
0.105 357.33 58.4861
0.071 357.047 58.6277
0.363 357.091 59.3811
0.318 357.462 59.3224
0.386 357.069 59.3943
0.181 357.39 58.3982
0.31 357.058 58.2775
0.124 357.03 58.5252
0.024 357.141 58.9098
0.073 356.991 58.7231
0.208 357.696 58.705
0.389 357.168 58.1817
0.051 357.252 58.5742
0.155 357.039 59.1321
0.01 357.166 58.855
0.021 357.212 58.6603
0.208 357.693 58.9065
0.253 357.002 59.2375
0.32 356.688 58.7386
0.19 357.557 59.1098
0.078 357.103 58.5628
0.32 356.915 59.2559
0.084 357.004 58.9532
0.209 357.147 59.2454
0.019 357.154 58.8985
0.286 357.514 58.3347
0.015 357.371 58.8212
0.117 357.539 58.9824
0.046 357.052 58.8827
0.125 357.129 59.1323
0.161 357.433 59.1568
0.277 357.003 58.3353
0.379 357.859 58.7119
0.085 357.485 58.6277
0.268 357.144 59.3067
0.358 357.647 59.2475
0.011 357.146 58.7871
0.368 356.68 59.0066
0.003 357.305 58.7946
0.3 356.702 58.803
0.174 356.944 59.0836
0.244 357.113 59.2746
0.032 357.073 58.8273
0.281 357.716 59.0527
0.054 357.192 58.5751
0.392 357.82 59.059
0.045 357.388 58.6389
0.195 357.161 59.2325
0.2 357.114 59.226
0.126 357.595 58.8815
0.021 357.382 58.8607
0.091 356.952 58.7539
0.135 357.545 59.0195
0.373 356.921 59.3148
0.032 357.429 58.8002
0.392 357.117 58.1882
0.189 356.972 59.1341
0.187 357.458 58.421
0.14 357.623 58.8227
